Index,CANCER,Bcell_general,Memory_Bcell,Naive_Bcell,Plasma_cell,CD4_Tcell,CD8_Tcell,Memory_Tcell,Naive_Tcell,Tcell_general,Cytotoxic_Tcell,Exhausted_Tcell,Immune_checkpoint,Treg,NKcell,Innate_lymphoid_cell,cDC,pDC,Macrophage,Monocyte,Myeloid,Granulocyte,Mast,Erythrocyte,Platelet,Stem,Stroma,Pericyte,Fibroblast,Endothelial,Epithelial,Mesothelial,Adipocyte,Hepatocyte,Pancreatic,Pneumocyte,Apoptosis_pathway,IFNg_pathway,TGFb_pathway,Cytokine,Cell_proliferation,TLS,Genome_integrity,Reference
Patient105_T_P,0.0,0.016223893369145877,-0.027999688498161982,-0.014572349765072422,0.08126496254216745,-0.07009364481448113,0.06402600570098246,-0.005281821035684669,-0.30272554155875114,-0.016735360169482492,0.0,0.17907067465782078,-0.001945767242066794,-0.058824196066497934,0.19538421692702904,0.0,-0.05126600045774212,0.02721807175079817,-0.1424817466454638,-0.09197992583093913,-0.049209797084518454,0.07180098711277823,0.02458954076654086,-0.0215483580345834,-0.006678231240619716,-0.037984517746942864,0.05703416847479138,-0.02709446893293112,-0.007409843974557053,0.03561276286835937,-0.276416867179,-0.05155891121125499,0.013722418661880726,0.009485019133136454,0.05560337114502279,-0.1574953130555923,-0.024684676014420384,0.0,-0.13215982271440258,-0.05780555096268589,-0.06880398897908763,-0.0745968845377386,0.12991866785432013,0.004457999086152076
Patient106_T_P,-0.003940251462954511,0.017052471097277665,-0.04373431090543704,-0.00560218277602048,-0.06377141229319284,0.0,0.03830095127068109,-0.02466406720225977,-0.03225669140439754,-0.09747971901854201,-0.002281734237275418,0.041072709280423385,-0.009783888474377955,0.008634713307654963,-0.05158868364410037,-0.04761647408042034,-0.050519233872002606,0.030689946598506296,-0.024454789884311785,-0.07028935613105397,0.0917434486867432,0.07078192801965695,-0.036216979508787876,-0.011969370145507101,0.0,-0.060165488992427255,0.044160391870497896,-0.05500918359981155,-0.003807102500811953,0.03993109275245186,-0.2993510418828568,-0.03502209521192174,0.013413992328850093,-0.012264437509468635,0.07233355996627519,-0.07291838851169495,-0.026991121107621797,-0.002708218034697314,-0.11794981614198556,-0.04370743842798996,0.019590513417975106,-0.04912653164432398,0.0598649240066158,-0.004321147699109296
Patient11_T_M,0.00601325256198486,0.04416501601405561,-0.03322186624146922,-0.005614382848652147,0.1336668987787658,-0.0306765429519411,0.03985132324580362,0.0025507172694738353,-0.01928687981206712,-0.054824454646994814,0.0029466332920446256,0.18495845499884855,0.0062809643388929675,0.007908605684781524,0.037615091648329914,0.002956734397124101,-0.015308190803557165,0.03344309754631042,-0.012343567655012228,-0.09084613794282569,0.008631378562215204,0.05092170353456559,-0.016145898267834895,-0.02915115681832865,0.02606968528348589,-0.012730333231040556,0.02301792311497652,-0.028686236659710568,-0.005057050717153927,0.056898510794118534,-0.14700353792435591,-0.019130306732519056,0.013689217883302926,-0.00036534592453760814,0.09800172139240572,-0.05769663786159998,0.011297737221366077,0.006408574272579872,-0.03300061433996201,-0.04324961129130038,-0.04081715930279982,-0.004960060440015542,0.08856164616775493,0.002320570708738312
Patient121_T_P,-0.06517209986355874,0.002765406576015884,-0.13327651827644935,-0.004333231521527349,-0.054370800863563926,0.009132218841391143,-0.0021187945901058945,-0.007501430949244771,0.004890372351458075,-0.013023817417027942,-0.018045716219801028,-0.06891254703716924,-0.01099913077964623,-0.007457579224880143,0.02161235705444853,0.012614099347527557,-0.03175262298495335,0.03925629225201695,-0.19317004862978923,-0.07610186593295916,0.06601965266319063,0.022651675507966988,0.024453216768370187,-0.009826426237607962,0.007508266602666128,-0.04450765425252917,0.009469662926932267,-0.10821665909228924,-0.006229351716987899,-0.006830437005110492,-0.1124441396865712,0.01083278549498206,0.013636277380706203,0.025781818419681423,-0.008580695903152141,0.011244378561583772,-0.030865228842571285,-0.016397873635748034,-0.08202045146655311,-0.033164070641223266,0.016554627322946873,0.03917242069558227,-0.002328333861185158,-0.0018885131199991578
Patient13_T_M,-0.0076662771795406376,0.019711631322689504,-0.03128954062670621,-0.0031602191954765197,0.04073744164283626,-0.00560408918180411,0.028752654791614738,-0.002637823384686197,0.025154739896853524,-0.03744974376605059,0.0027619464431873774,0.09170685095715977,0.003866379702385209,-0.0030636191495711177,0.033736851623485775,0.015697697623631327,-0.016412688748818974,0.01956578726856419,0.002676497730360495,0.02066269894330012,-0.005020452525839162,0.017719598355953995,0.003740820180845325,0.002117749966269677,0.0023795426209329293,-0.0050260863612943294,0.029875899659106853,-0.018902371538993882,-0.001390391767913887,0.0024414880210520498,-0.029248982812403016,0.0,-0.00678888687199487,0.002522652812958069,0.019612457714708605,0.020110092539973486,0.006813746795797093,0.0018291480063352549,-0.011658163057765828,-0.011829187252411725,-0.008137465689395858,-0.0012272039062102165,-0.02041496790105598,0.0007932725961785347
Patient133_T,0.012502603671526146,0.012059640494893246,-0.023200035014076012,-0.010406624931153957,-0.015865032732667164,-0.02649575435057576,-0.00490380072814257,-0.010043187996696084,-0.011545165230310572,-0.029294976213357457,0.0,0.16187130537351269,0.003301015600354917,-0.012500244074916627,0.016392982223074472,0.029458408308559402,-0.00990127506205088,-0.039117141886247174,-0.13963599128221538,0.0874808296405856,0.10535696026054087,0.014277506050230709,-0.0032332310536771444,-0.03234335957227419,0.0028380749918478386,0.007548773398548752,0.003539948386859231,-0.06242869907874601,0.016584426586881865,0.08383588245674341,-0.04141100974819889,0.05436812865637492,0.0423928568969634,0.0036978189751725636,-0.0032955235601896775,-0.054557006284152006,-0.025710784811690736,-0.002665174533181145,-0.05930867170264554,0.05964886686777229,-0.09783577917808534,0.14974510069315936,0.02682228263037112,0.010016661766091978
Patient134_T,0.001426768909517454,-0.0015209254009658497,0.007229855030485786,-0.006066821071451606,-0.027159071142282994,-0.001039845462967035,-0.014457612725233427,-0.005870126165271129,0.004298360455976978,0.04510828197823145,0.005525654913342281,0.08607261965162016,0.0017061167696858766,-0.006468206556627653,0.03876894185583423,0.0,-0.010822315053614126,0.00809343397747939,0.00287625877843636,-0.03418671872640308,0.00783080642640261,-0.029831311882668826,-0.020616805272782774,0.007567465464630278,0.009959551189918278,-0.0019379536599891118,0.0,-0.012654214773002891,0.001006181460727666,-0.004687914434142144,-0.021424891495137176,0.01421813501746029,0.0033171241744971345,0.0,-0.02888906323233403,-0.031827915476952726,-0.006663621601325953,-0.0016082703848734733,0.00809627439666858,0.05696721511979356,-0.012218980235639968,0.08940051002832636,0.0668249072390689,0.0017176082138094517
Patient135_T,-0.008538042580042551,0.0,-0.041759258849742735,-0.00994159265816226,-0.0020713206941212936,-0.09246118736739997,0.005159169559305373,-0.029373058853125373,0.0,0.0558447289286579,0.0,0.21738545783595886,-0.00847289762003678,-0.054023975954533204,0.06817351616248178,0.011005381693177985,-0.10108040738614098,0.0,0.005613120104545255,-0.1122298523450219,-0.048839255205151456,0.10532707362813877,0.00602182099782554,-0.03538101689120064,-0.013612639196476048,0.04144613571043623,0.005743572130707482,-0.07594109974418352,0.0,0.020556863545989297,-0.13371110319719468,-0.08136730401459838,-0.05013670314470657,0.0,-0.0036296039001674496,-0.08221565651098811,-0.006391726253789858,-0.004385188014436226,-0.17390277069600818,-0.09161369059776167,-0.06853353931115444,0.014196262619529776,-0.04266105648900755,0.003860336647622309
Patient14_T_M,-0.0030284068491798614,0.009667956801094627,-0.006782075815889144,-0.006427503677144603,0.03630521438597685,-0.02587408743305554,0.0001137157696106685,-0.009792880858955254,-0.032422819907489256,-0.016789797401829593,0.0031934691501782518,0.13812222810255212,0.0,0.0006579280020969923,0.008832247645943224,-0.004465782600354089,-0.01463771489625974,-0.012713592321569926,0.02562456731638272,-0.007143355445328721,-0.0376980279889045,0.02758413956610632,0.02581134991001513,0.001854901221582089,0.008225064921959837,0.019309326071753143,0.001237919704020049,-0.009582583802200924,0.0028357303184299446,0.01947513628782381,-0.07388500406059233,0.011592011579961294,0.009863577943819141,0.007052409798571347,0.012157891856524775,0.03779011469760089,-0.01651204754944795,0.003842911637138463,-0.03386778947568591,0.03970919400997934,-0.004896777423763177,-0.004313410179885262,0.0608067131531377,-0.002772575866475807
Patient140_T,0.0,0.009625928415359168,-0.0553146785944915,-0.005521865729947798,0.16543773009767762,-0.026480540465905787,0.037239771661883005,0.027974609531224395,-0.10138284231730199,-0.06125447760684439,0.004408149799710315,0.13519148175937984,-0.0013665547073147587,-0.031041990288191264,0.09917439488896178,0.018662169952226623,-0.032291608035424274,0.006901359325500363,0.0021049291880916427,-0.07788169530204352,-0.019176078083305757,0.04899299330796784,-0.005862931224448028,-0.0070458822470969695,0.022086183162854277,-0.04291888384381457,0.059614877366571686,0.0,-0.018098590357530336,0.03721454409075809,-0.14575895050597373,-0.016438973866399264,0.0,0.0,0.016016867307871108,-0.02596207192749379,-0.024718447996821657,0.009990353090313786,-0.014163813306971898,0.014341533716870063,-0.005443318691476084,0.015535862429557058,0.1814396157897984,-0.0057696734855325615
